15.1979	10.1771
15.1875	10.1771
15.1875	10.1875
15.1771	10.1875
15.1771	10.1771
15.1562	10.1771
15.1562	10.1667
15.1250	10.1667
15.1250	10.2083
15.1042	10.2083
15.1042	10.2188
15.1250	10.2188
15.1250	10.2396
15.1042	10.2396
15.1042	10.2500
15.0417	10.2500
15.0417	10.2292
15.0521	10.2292
15.0521	10.2083
15.0000	10.2083
15.0000	10.2292
15.0208	10.2292
15.0208	10.2396
15.0104	10.2396
15.0104	10.2604
15.0312	10.2604
15.0312	10.2708
15.0521	10.2708
15.0521	10.2812
15.0625	10.2812
15.0625	10.3125
15.0521	10.3125
15.0521	10.3229
15.0625	10.3229
15.0625	10.3438
15.0208	10.3438
15.0208	10.3333
15.0000	10.3333
15.0000	10.3438
14.9688	10.3438
14.9688	10.3333
14.9583	10.3333
14.9583	10.3229
14.9479	10.3229
14.9479	10.3438
14.9375	10.3438
14.9375	10.3542
14.9479	10.3542
14.9479	10.3646
14.9375	10.3646
14.9375	10.3542
14.9167	10.3542
14.9167	10.3438
14.9062	10.3438
14.9062	10.3333
14.8958	10.3333
14.8958	10.3542
14.8854	10.3542
14.8854	10.3750
14.9271	10.3750
14.9271	10.3958
14.9167	10.3958
14.9167	10.4062
14.9062	10.4062
14.9062	10.4167
14.8958	10.4167
14.8958	10.4271
14.8854	10.4271
14.8854	10.4896
14.8958	10.4896
14.8958	10.5104
14.9062	10.5104
14.9062	10.5208
14.8958	10.5208
14.8958	10.5312
14.8854	10.5312
14.8854	10.6146
14.8750	10.6146
14.8750	10.6354
14.8333	10.6354
14.8333	10.6146
14.7812	10.6146
14.7812	10.6562
14.7604	10.6562
14.7604	10.7083
14.7917	10.7083
14.7917	10.7604
14.8125	10.7604
14.8125	10.7708
14.8229	10.7708
14.8229	10.7812
14.8333	10.7812
14.8333	10.7917
14.7812	10.7917
14.7812	10.8021
14.7708	10.8021
14.7708	10.7917
14.7500	10.7917
14.7500	10.7812
14.6771	10.7812
14.6771	10.8438
14.6875	10.8438
14.6875	10.8542
14.6250	10.8542
14.6250	10.8646
14.6146	10.8646
14.6146	10.8854
14.5833	10.8854
14.5833	10.8750
14.5729	10.8750
14.5729	10.8646
14.5625	10.8646
14.5625	10.8542
14.5104	10.8542
14.5104	10.8646
14.5000	10.8646
14.5000	10.9271
14.5104	10.9271
14.5104	10.9375
14.5208	10.9375
14.5208	10.9479
14.5417	10.9479
14.5417	10.9792
14.5208	10.9792
14.5208	11.0104
14.5104	11.0104
14.5104	10.9792
14.5000	10.9792
14.5000	10.9688
14.4792	10.9688
14.4792	10.9479
14.4688	10.9479
14.4688	10.8958
14.4167	10.8958
14.4167	10.9062
14.4062	10.9062
14.4062	10.9271
14.3958	10.9271
14.3958	10.9375
14.3854	10.9375
14.3854	10.9583
14.3750	10.9583
14.3750	10.9688
14.3646	10.9688
14.3646	10.9896
14.3542	10.9896
14.3542	11.0000
14.3333	11.0000
14.3333	11.0104
14.3229	11.0104
14.3229	11.0208
14.3021	11.0208
14.3021	11.0521
14.2917	11.0521
14.2917	11.0625
14.2812	11.0625
14.2812	11.1042
14.2604	11.1042
14.2604	11.1146
14.2500	11.1146
14.2500	11.1354
14.2396	11.1354
14.2396	11.1458
14.2292	11.1458
14.2292	11.1562
14.2083	11.1562
14.2083	11.1667
14.1771	11.1667
14.1771	11.1771
14.1667	11.1771
14.1667	11.1875
14.1250	11.1875
14.1250	11.1979
14.1146	11.1979
14.1146	11.2083
14.1042	11.2083
14.1042	11.2188
14.0938	11.2188
14.0938	11.1979
14.0729	11.1979
14.0729	11.2083
14.0625	11.2083
14.0625	11.2188
14.0521	11.2188
14.0521	11.2292
14.0417	11.2292
14.0417	11.2396
14.0312	11.2396
14.0312	11.2500
14.0000	11.2500
14.0000	11.2292
14.0208	11.2292
14.0208	11.2188
14.0417	11.2188
14.0417	11.1979
14.0729	11.1979
14.0729	11.1875
14.0625	11.1875
14.0625	11.1771
14.0833	11.1771
14.0833	11.1667
14.0938	11.1667
14.0938	11.1458
14.0833	11.1458
14.0833	11.1250
14.0729	11.1250
14.0729	11.1354
14.0625	11.1354
14.0625	11.1458
14.0417	11.1458
14.0417	11.1354
14.0312	11.1354
14.0312	11.1250
14.0208	11.1250
14.0208	11.1667
14.0104	11.1667
14.0104	11.1771
13.9583	11.1771
13.9583	11.1875
13.9375	11.1875
13.9375	11.1979
13.9062	11.1979
13.9062	11.2292
13.8750	11.2292
13.8750	11.2500
13.8646	11.2500
13.8646	11.2396
13.8333	11.2396
13.8333	11.2604
13.8021	11.2604
13.8021	11.2708
13.7708	11.2708
13.7708	11.2604
13.7812	11.2604
13.7812	11.2292
13.7708	11.2292
13.7708	11.2188
13.7292	11.2188
13.7292	11.2396
13.7188	11.2396
13.7188	11.2708
13.7083	11.2708
13.7083	11.2500
13.6979	11.2500
13.6979	11.2292
13.6667	11.2292
13.6667	11.1771
13.5938	11.1771
13.5938	11.1979
13.5729	11.1979
13.5729	11.2083
13.5625	11.2083
13.5625	11.1979
13.5208	11.1979
13.5208	11.1875
13.4896	11.1875
13.4896	11.2396
13.4792	11.2396
13.4792	11.2604
13.4688	11.2604
13.4688	11.1667
13.4583	11.1667
13.4583	11.1146
13.4167	11.1146
13.4167	11.1667
13.3958	11.1667
13.3958	11.1979
13.3229	11.1979
13.3229	11.2083
13.3021	11.2083
13.3021	11.1771
13.2708	11.1771
13.2708	11.1875
13.2500	11.1875
13.2500	11.1771
13.2604	11.1771
13.2604	11.1667
13.2812	11.1667
13.2812	11.1250
13.2604	11.1250
13.2604	11.0938
13.2708	11.0938
13.2708	11.0833
13.2812	11.0833
13.2812	11.0417
13.2708	11.0417
13.2708	11.0312
13.2500	11.0312
13.2500	11.0208
13.2188	11.0208
13.2188	11.0312
13.1875	11.0312
13.1875	11.0521
13.1771	11.0521
13.1771	11.0625
13.1562	11.0625
13.1562	11.0521
13.1042	11.0521
13.1042	11.0417
13.0833	11.0417
13.0833	11.0312
13.0417	11.0312
13.0417	11.0417
13.0104	11.0417
13.0104	11.0312
13.0000	11.0312
13.0000	11.0104
13.0104	11.0104
13.0104	11.0000
13.0417	11.0000
13.0417	10.9896
13.0521	10.9896
13.0521	10.9792
13.0417	10.9792
13.0417	10.9688
13.0208	10.9688
13.0208	10.9375
13.0000	10.9375
13.0000	10.9271
12.9688	10.9271
12.9688	10.9479
12.9583	10.9479
12.9583	10.9583
12.9375	10.9583
12.9375	10.9479
12.9271	10.9479
12.9271	10.9583
12.9167	10.9583
12.9167	10.9688
12.9062	10.9688
12.9062	10.9583
12.9167	10.9583
12.9167	10.9479
12.9271	10.9479
12.9271	10.9167
12.9479	10.9167
12.9479	10.8646
12.9375	10.8646
12.9375	10.8542
12.9062	10.8542
12.9062	10.8438
12.8854	10.8438
12.8854	10.8542
12.8958	10.8542
12.8958	10.8646
12.9062	10.8646
12.9062	10.8854
12.9167	10.8854
12.9167	10.9375
12.9062	10.9375
12.9062	10.9167
12.8438	10.9167
12.8438	10.9271
12.8333	10.9271
12.8333	10.9167
12.7917	10.9167
12.7917	10.9062
12.7604	10.9062
12.7604	10.8958
12.7500	10.8958
12.7500	10.8542
12.7396	10.8542
12.7396	10.8438
12.7292	10.8438
12.7292	10.8646
12.7396	10.8646
12.7396	10.8750
12.6875	10.8750
12.6875	10.8229
12.6979	10.8229
12.6979	10.8125
12.7188	10.8125
12.7188	10.8021
12.7500	10.8021
12.7500	10.7708
12.7292	10.7708
12.7292	10.7604
12.7188	10.7604
12.7188	10.7708
12.6979	10.7708
12.6979	10.7812
12.6875	10.7812
12.6875	10.7917
12.6771	10.7917
12.6771	10.8021
12.6667	10.8021
12.6667	10.8229
12.6458	10.8229
12.6458	10.8333
12.6250	10.8333
12.6250	10.8229
12.6042	10.8229
12.6042	10.8125
12.5938	10.8125
12.5938	10.8021
12.6146	10.8021
12.6146	10.7917
12.5729	10.7917
12.5729	10.7812
12.5521	10.7812
12.5521	10.7396
12.5833	10.7396
12.5833	10.7188
12.5729	10.7188
12.5729	10.7083
12.5833	10.7083
12.5833	10.6979
12.5625	10.6979
12.5625	10.7083
12.5521	10.7083
12.5521	10.7188
12.5312	10.7188
12.5312	10.7292
12.5208	10.7292
12.5208	10.7188
12.5000	10.7188
12.5000	10.7083
12.4792	10.7083
12.4792	10.6562
12.4688	10.6562
12.4688	10.6458
12.4583	10.6458
12.4583	10.6667
12.4479	10.6667
12.4479	10.6771
12.4583	10.6771
12.4583	10.6875
12.4479	10.6875
12.4479	10.6979
12.4167	10.6979
12.4167	10.6771
12.4062	10.6771
12.4062	10.6562
12.3958	10.6562
12.3958	10.6354
12.3854	10.6354
12.3854	10.6146
12.3542	10.6146
12.3542	10.6042
12.4167	10.6042
12.4167	10.5938
12.4062	10.5938
12.4062	10.5833
12.3854	10.5833
12.3854	10.5938
12.3646	10.5938
12.3646	10.5833
12.3542	10.5833
12.3542	10.5729
12.3438	10.5729
12.3438	10.5521
12.3333	10.5521
12.3333	10.5417
12.3021	10.5417
12.3021	10.5521
12.3125	10.5521
12.3125	10.5625
12.2604	10.5625
12.2604	10.5208
12.2812	10.5208
12.2812	10.5312
12.3021	10.5312
12.3021	10.5208
12.3125	10.5208
12.3125	10.5000
12.3021	10.5000
12.3021	10.4896
12.2708	10.4896
12.2708	10.4792
12.2500	10.4792
12.2500	10.4688
12.2188	10.4688
12.2188	10.4583
12.2083	10.4583
12.2083	10.4375
12.1979	10.4375
12.1979	10.4479
12.1875	10.4479
12.1875	10.4688
12.1667	10.4688
12.1667	10.4583
12.1354	10.4583
12.1354	10.4688
12.1458	10.4688
12.1458	10.4792
12.1042	10.4792
12.1042	10.5104
12.0625	10.5104
12.0625	10.5000
12.0521	10.5000
12.0521	10.4896
12.0729	10.4896
12.0729	10.4583
12.0625	10.4583
12.0625	10.4375
12.0729	10.4375
12.0729	10.4271
12.0833	10.4271
12.0833	10.4375
12.0938	10.4375
12.0938	10.4583
12.1042	10.4583
12.1042	10.4479
12.1250	10.4479
12.1250	10.4375
12.1458	10.4375
12.1458	10.4271
12.1250	10.4271
12.1250	10.4062
12.1146	10.4062
12.1146	10.3958
12.1250	10.3958
12.1250	10.3438
12.1146	10.3438
12.1146	10.3333
12.1250	10.3333
12.1250	10.3229
12.1146	10.3229
12.1146	10.3125
12.1042	10.3125
12.1042	10.3021
12.0938	10.3021
12.0938	10.3125
12.0729	10.3125
12.0729	10.2917
12.0417	10.2917
12.0417	10.2812
12.0208	10.2812
12.0208	10.2708
12.0000	10.2708
12.0000	10.2604
11.9792	10.2604
11.9792	10.2917
11.9583	10.2917
11.9583	10.3125
11.9688	10.3125
11.9688	10.3229
11.9792	10.3229
11.9792	10.3333
11.9896	10.3333
11.9896	10.3542
11.9792	10.3542
11.9792	10.3646
11.9688	10.3646
11.9688	10.3542
11.9479	10.3542
11.9479	10.3438
11.9375	10.3438
11.9375	10.3333
11.9479	10.3333
11.9479	10.3229
11.9375	10.3229
11.9375	10.3125
