Node,X,Y,Z,U1 @ 0.0,U2 @ 0.0,U3 @ 0.0,U1 @ 0.1,U2 @ 0.1,U3 @ 0.1,U1 @ 0.15,U2 @ 0.15,U3 @ 0.15,U1 @ 0.2,U2 @ 0.2,U3 @ 0.2,U1 @ 0.25,U2 @ 0.25,U3 @ 0.25,U1 @ 0.3,U2 @ 0.3,U3 @ 0.3,U1 @ 0.35,U2 @ 0.35,U3 @ 0.35,U1 @ 0.4,U2 @ 0.4,U3 @ 0.4,U1 @ 0.41,U2 @ 0.41,U3 @ 0.41,U1 @ 0.42,U2 @ 0.42,U3 @ 0.42,U1 @ 0.43,U2 @ 0.43,U3 @ 0.43,U1 @ 0.44,U2 @ 0.44,U3 @ 0.44,U1 @ 0.45,U2 @ 0.45,U3 @ 0.45,U1 @ 0.46,U2 @ 0.46,U3 @ 0.46,U1 @ 0.47,U2 @ 0.47,U3 @ 0.47,U1 @ 0.48,U2 @ 0.48,U3 @ 0.48,U1 @ 0.49,U2 @ 0.49,U3 @ 0.49,U1 @ 0.5,U2 @ 0.5,U3 @ 0.5,U1 @ 0.51,U2 @ 0.51,U3 @ 0.51,U1 @ 0.52,U2 @ 0.52,U3 @ 0.52,U1 @ 0.53,U2 @ 0.53,U3 @ 0.53,U1 @ 0.54,U2 @ 0.54,U3 @ 0.54,U1 @ 0.55,U2 @ 0.55,U3 @ 0.55,U1 @ 0.56,U2 @ 0.56,U3 @ 0.56,U1 @ 0.57,U2 @ 0.57,U3 @ 0.57,U1 @ 0.58,U2 @ 0.58,U3 @ 0.58,U1 @ 0.59,U2 @ 0.59,U3 @ 0.59,U1 @ 0.6,U2 @ 0.6,U3 @ 0.6,U1 @ 0.61,U2 @ 0.61,U3 @ 0.61,U1 @ 0.62,U2 @ 0.62,U3 @ 0.62,U1 @ 0.63,U2 @ 0.63,U3 @ 0.63,U1 @ 0.64,U2 @ 0.64,U3 @ 0.64,U1 @ 0.65,U2 @ 0.65,U3 @ 0.65,U1 @ 0.66,U2 @ 0.66,U3 @ 0.66,U1 @ 0.67,U2 @ 0.67,U3 @ 0.67,U1 @ 0.68,U2 @ 0.68,U3 @ 0.68,U1 @ 0.69,U2 @ 0.69,U3 @ 0.69,U1 @ 0.7,U2 @ 0.7,U3 @ 0.7,U1 @ 0.71,U2 @ 0.71,U3 @ 0.71,U1 @ 0.72,U2 @ 0.72,U3 @ 0.72,U1 @ 0.73,U2 @ 0.73,U3 @ 0.73,U1 @ 0.74,U2 @ 0.74,U3 @ 0.74,U1 @ 0.75,U2 @ 0.75,U3 @ 0.75,U1 @ 0.76,U2 @ 0.76,U3 @ 0.76,U1 @ 0.77,U2 @ 0.77,U3 @ 0.77,U1 @ 0.78,U2 @ 0.78,U3 @ 0.78,U1 @ 0.79,U2 @ 0.79,U3 @ 0.79,U1 @ 0.8,U2 @ 0.8,U3 @ 0.8,U1 @ 0.81,U2 @ 0.81,U3 @ 0.81,U1 @ 0.82,U2 @ 0.82,U3 @ 0.82,U1 @ 0.83,U2 @ 0.83,U3 @ 0.83,U1 @ 0.84,U2 @ 0.84,U3 @ 0.84,U1 @ 0.85,U2 @ 0.85,U3 @ 0.85,U1 @ 0.86,U2 @ 0.86,U3 @ 0.86,U1 @ 0.87,U2 @ 0.87,U3 @ 0.87,U1 @ 0.88,U2 @ 0.88,U3 @ 0.88,U1 @ 0.89,U2 @ 0.89,U3 @ 0.89,U1 @ 0.9,U2 @ 0.9,U3 @ 0.9,U1 @ 0.91,U2 @ 0.91,U3 @ 0.91,U1 @ 0.92,U2 @ 0.92,U3 @ 0.92,U1 @ 0.93,U2 @ 0.93,U3 @ 0.93,U1 @ 0.94,U2 @ 0.94,U3 @ 0.94,U1 @ 0.95,U2 @ 0.95,U3 @ 0.95,U1 @ 0.96,U2 @ 0.96,U3 @ 0.96,U1 @ 0.97,U2 @ 0.97,U3 @ 0.97,U1 @ 0.98,U2 @ 0.98,U3 @ 0.98,U1 @ 0.99,U2 @ 0.99,U3 @ 0.99
3,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.72354853,0.0,0.0,0.79485035,0.0,0.0,0.85110724,0.0,0.0,0.9027397,0.0,0.0,0.9468797,0.0,0.0,0.98218507,0.0,0.0,1.0075066,0.0,0.0,1.0107849,0.0,0.0,1.0135802,0.0,0.0,1.01543,0.0,0.0,1.0152535,0.0,0.0,1.0117167,0.0,0.0,1.0035464,0.0,0.0,0.98685837,0.0,0.0,0.9530821,0.0,0.0,0.8861222,0.0,0.0,0.7580996,0.0,0.0,0.6419291,0.0,0.0,0.5065997,0.0,0.0,0.6879612,0.0,0.0,1.0073663,0.0,0.0,1.1107159,0.0,0.0,1.2630883,0.0,0.0,1.4079483,0.0,0.0,1.5718423,0.0,0.0,1.7390678,0.0,0.0,1.8818568,0.0,0.0,1.9827603,0.0,0.0,2.1064112,0.0,0.0,2.2189822,0.0,0.0,2.3417635,0.0,0.0,2.4787564,0.0,0.0,2.5992317,0.0,0.0,2.7158108,0.0,0.0,2.8278868,0.0,0.0,2.9544697,0.0,0.0,3.0709045,0.0,0.0,3.1789834,0.0,0.0,3.290577,0.0,0.0,3.4019456,0.0,0.0,3.5205684,0.0,0.0,3.6248057,0.0,0.0,3.7354257,0.0,0.0,3.8467503,0.0,0.0,3.9545994,0.0,0.0,4.0688777,0.0,0.0,4.1742907,0.0,0.0,4.28357,0.0,0.0,4.3875446,0.0,0.0,4.4971466,0.0,0.0,4.6022334,0.0,0.0,4.7069716,0.0,0.0,4.8112097,0.0,0.0,4.9167037,0.0,0.0,5.021457,0.0,0.0,5.124475,0.0,0.0,5.23143,0.0,0.0,5.3320932,0.0,0.0,5.436314,0.0,0.0,5.5402107,0.0,0.0,5.6420364,0.0,0.0,5.742804,0.0,0.0,5.8423753,0.0,0.0,5.9430428,0.0,0.0,6.045976,0.0,0.0,6.1467485,0.0
4,36.0,0.0,0.0,0.0,0.0,0.0,0.7680188,0.0,0.0,0.922396,0.0,0.0,1.0953058,0.0,0.0,1.2783496,0.0,0.0,1.471034,0.0,0.0,1.6763889,0.0,0.0,1.8929875,0.0,0.0,1.937374,0.0,0.0,1.9814693,0.0,0.0,2.0249004,0.0,0.0,2.0675566,0.0,0.0,2.1086705,0.0,0.0,2.1467147,0.0,0.0,2.1792161,0.0,0.0,2.2030098,0.0,0.0,2.21221,0.0,0.0,2.1963432,0.0,0.0,2.2368722,0.0,0.0,2.2601023,0.0,0.0,2.2853231,0.0,0.0,2.3678434,0.0,0.0,2.495127,0.0,0.0,2.5903797,0.0,0.0,2.8606107,0.0,0.0,2.9964597,0.0,0.0,3.1570563,0.0,0.0,3.3059866,0.0,0.0,3.4668746,0.0,0.0,3.6002514,0.0,0.0,3.7309763,0.0,0.0,3.8632896,0.0,0.0,4.0079303,0.0,0.0,4.124678,0.0,0.0,4.248072,0.0,0.0,4.3728504,0.0,0.0,4.4927654,0.0,0.0,4.6174755,0.0,0.0,4.7356005,0.0,0.0,4.8599825,0.0,0.0,4.979964,0.0,0.0,5.101104,0.0,0.0,5.216594,0.0,0.0,5.3400774,0.0,0.0,5.459982,0.0,0.0,5.5761557,0.0,0.0,5.6950355,0.0,0.0,5.811728,0.0,0.0,5.932402,0.0,0.0,6.0475097,0.0,0.0,6.164769,0.0,0.0,6.2800508,0.0,0.0,6.3996277,0.0,0.0,6.5122933,0.0,0.0,6.628886,0.0,0.0,6.743414,0.0,0.0,6.8569503,0.0,0.0,6.9750957,0.0,0.0,7.086448,0.0,0.0,7.201562,0.0,0.0,7.3132052,0.0,0.0,7.4282365,0.0,0.0,7.541707,0.0,0.0,7.653092,0.0,0.0,7.7666273,0.0,0.0,7.8740296,0.0,0.0,7.9868574,0.0,0.0
6,0.0,30.0,1.0,0.0,0.0,0.0,0.0,0.7235534,0.0,0.0,0.79485554,0.0,0.0,0.8511106,0.0,0.0,0.9027335,0.0,0.0,0.9468778,0.0,0.0,0.9821745,0.0,0.0,1.007499,0.0,0.0,1.0107772,0.0,0.0,1.0135688,0.0,0.0,1.0154225,0.0,0.0,1.0152535,0.0,0.0,1.0117164,0.0,0.0,1.0035537,0.0,0.0,0.98687464,0.0,0.0,0.953106,0.0,0.0,0.8861509,0.0,0.0,0.75818217,0.0,0.0,0.64203566,0.0,0.0,0.5068104,0.0,0.0,0.6879533,0.0,0.0,1.0080036,0.0,0.0,1.1100075,0.0,0.0,1.2611947,0.0,0.0,1.406841,0.0,0.0,1.5699338,0.0,0.0,1.737358,0.0,0.0,1.8797787,0.0,0.0,1.9797175,0.0,0.0,2.1031902,0.0,0.0,2.2162905,0.0,0.0,2.3393981,0.0,0.0,2.4750912,0.0,0.0,2.5960197,0.0,0.0,2.7121844,0.0,0.0,2.8245025,0.0,0.0,2.9500482,0.0,0.0,3.0661151,0.0,0.0,3.1758904,0.0,0.0,3.2872663,0.0,0.0,3.3980925,0.0,0.0,3.517527,0.0,0.0,3.6219523,0.0,0.0,3.7328472,0.0,0.0,3.8438826,0.0,0.0,3.951696,0.0,0.0,4.065668,0.0,0.0,4.1704082,0.0,0.0,4.2792397,0.0,0.0,4.384422,0.0,0.0,4.4923997,0.0,0.0,4.5979543,0.0,0.0,4.703396,0.0,0.0,4.808188,0.0,0.0,4.9125237,0.0,0.0,5.019706,0.0,0.0,5.1218123,0.0,0.0,5.226609,0.0,0.0,5.3280544,0.0,0.0,5.431772,0.0,0.0,5.5343633,0.0,0.0,5.640213,0.0,0.0,5.7379527,0.0,0.0,5.839735,0.0,0.0,5.941764,0.0,0.0,6.0397887,0.0,0.0,6.144311,0.0
7,36.0,0.0,1.0,0.0,0.0,0.0,0.7680297,0.0,0.0,0.9223986,0.0,0.0,1.0952961,0.0,0.0,1.2783499,0.0,0.0,1.471024,0.0,0.0,1.6763867,0.0,0.0,1.8929824,0.0,0.0,1.9373701,0.0,0.0,1.9814671,0.0,0.0,2.0249047,0.0,0.0,2.067569,0.0,0.0,2.1086807,0.0,0.0,2.1467314,0.0,0.0,2.1792128,0.0,0.0,2.2030199,0.0,0.0,2.2122245,0.0,0.0,2.1963692,0.0,0.0,2.2368917,0.0,0.0,2.2601116,0.0,0.0,2.285381,0.0,0.0,2.368013,0.0,0.0,2.4951203,0.0,0.0,2.590258,0.0,0.0,2.8605697,0.0,0.0,2.9960146,0.0,0.0,3.1568255,0.0,0.0,3.3062317,0.0,0.0,3.4664216,0.0,0.0,3.600358,0.0,0.0,3.7306812,0.0,0.0,3.862921,0.0,0.0,4.0070267,0.0,0.0,4.122992,0.0,0.0,4.2470374,0.0,0.0,4.372184,0.0,0.0,4.4921145,0.0,0.0,4.6168623,0.0,0.0,4.7355914,0.0,0.0,4.859466,0.0,0.0,4.978725,0.0,0.0,5.1000404,0.0,0.0,5.214279,0.0,0.0,5.3377967,0.0,0.0,5.457971,0.0,0.0,5.574933,0.0,0.0,5.6936812,0.0,0.0,5.811061,0.0,0.0,5.9302077,0.0,0.0,6.0455246,0.0,0.0,6.1643176,0.0,0.0,6.277606,0.0,0.0,6.395536,0.0,0.0,6.51077,0.0,0.0,6.626321,0.0,0.0,6.7421565,0.0,0.0,6.8550444,0.0,0.0,6.9708652,0.0,0.0,7.0860615,0.0,0.0,7.2014775,0.0,0.0,7.312962,0.0,0.0,7.4286714,0.0,0.0,7.5400023,0.0,0.0,7.653638,0.0,0.0,7.7660866,0.0,0.0,7.8795257,0.0,0.0,7.990249,0.0,0.0
238,0.23397835,29.999367,0.0,0.0,0.0,0.0,0.0066972743,0.7235158,0.0,0.0073472047,0.7947817,0.0,0.007919577,0.85105205,0.0,0.008533432,0.902701,0.0,0.0090958355,0.94685274,0.0,0.009631227,0.9821685,0.0,0.010012409,1.007559,0.0,0.010025491,1.0108591,0.0,0.010005968,1.0136869,0.0,0.009849115,1.015592,0.0,0.009562981,1.0154878,0.0,0.009083387,1.0120538,0.0,0.008259597,1.0040532,0.0,0.0067657894,0.98763907,0.0,0.0040738946,0.95432043,0.0,-0.0006541648,0.88818884,0.0,-0.008859164,0.7616988,0.0,-0.020011974,0.6482264,0.0,-0.029670984,0.5164449,0.0,-0.005574621,0.6965364,0.0,0.0040409714,1.0116243,0.0,0.0064752256,1.1151315,0.0,0.0095529705,1.2659835,0.0,0.011547933,1.4113832,0.0,0.014966796,1.574857,0.0,0.02051587,1.7419052,0.0,0.020788802,1.8836967,0.0,0.024391728,1.9838853,0.0,0.027380863,2.1075175,0.0,0.0230735,2.2198427,0.0,0.028591791,2.3431215,0.0,0.028855298,2.4797747,0.0,0.032130674,2.6006427,0.0,0.03459321,2.7163024,0.0,0.0348273,2.8295703,0.0,0.038466316,2.9548316,0.0,0.041114204,3.0703857,0.0,0.04244365,3.1799152,0.0,0.044471856,3.2928917,0.0,0.044583626,3.4046338,0.0,0.048557494,3.5224454,0.0,0.051048696,3.6282039,0.0,0.051174033,3.7389188,0.0,0.05365818,3.850669,0.0,0.054595027,3.9580762,0.0,0.056789104,4.070397,0.0,0.05824044,4.176786,0.0,0.057720963,4.284737,0.0,0.061053213,4.3913517,0.0,0.062248822,4.499222,0.0,0.06376069,4.6043673,0.0,0.06870482,4.7098007,0.0,0.068056665,4.814808,0.0,0.07006076,4.920592,0.0,0.06981716,5.0281777,0.0,0.07378578,5.1308947,0.0,0.07531754,5.235677,0.0,0.07623784,5.3359756,0.0,0.0759119,5.4412045,0.0,0.077133164,5.543223,0.0,0.08134513,5.645531,0.0,0.081348754,5.7474327,0.0,0.083510615,5.8490944,0.0,0.08499556,5.950443,0.0,0.08679116,6.048623,0.0,0.08878027,6.149328,0.0
239,0.4679496,29.997465,0.0,0.0,0.0,0.0,0.013405143,0.72343993,0.0,0.0147003075,0.79474217,0.0,0.01583894,0.8509943,0.0,0.017067786,0.9026554,0.0,0.018184802,0.9468262,0.0,0.01926737,0.98221236,0.0,0.020045482,1.0077902,0.0,0.020064738,1.0111687,0.0,0.020027494,1.0141011,0.0,0.01973414,1.0161589,0.0,0.019186057,1.0162685,0.0,0.01823602,1.0131618,0.0,0.016632086,1.0056646,0.0,0.013672893,0.99006474,0.0,0.0083865365,0.95813245,0.0,-0.0009553744,0.89445984,0.0,-0.017208414,0.7724733,0.0,-0.039205745,0.6669325,0.0,-0.058357086,0.54558414,0.0,-0.011805257,0.72220373,0.0,0.006465887,1.0277556,0.0,0.013521724,1.129257,0.0,0.020183934,1.2805653,0.0,0.022276295,1.425617,0.0,0.029240966,1.5897539,0.0,0.040044915,1.7557352,0.0,0.040449142,1.8972222,0.0,0.046874717,1.9978487,0.0,0.054499485,2.1212535,0.0,0.045200016,2.2340899,0.0,0.05648469,2.3592021,0.0,0.05780615,2.495557,0.0,0.06505042,2.616062,0.0,0.06952148,2.7319846,0.0,0.07020303,2.8447547,0.0,0.076508515,2.970625,0.0,0.08238972,3.086532,0.0,0.08522779,3.1960926,0.0,0.08966954,3.308534,0.0,0.09090497,3.4197783,0.0,0.096429035,3.537545,0.0,0.10061693,3.643027,0.0,0.10210229,3.7530918,0.0,0.106436,3.8642924,0.0,0.11067383,3.972663,0.0,0.11454795,4.0863853,0.0,0.12055134,4.1927843,0.0,0.12022099,4.302219,0.0,0.12419949,4.407132,0.0,0.12838045,4.515749,0.0,0.13220613,4.6211524,0.0,0.13777563,4.727474,0.0,0.1366716,4.8312817,0.0,0.14191064,4.937466,0.0,0.14608169,5.044153,0.0,0.14979091,5.147145,0.0,0.15280326,5.252888,0.0,0.15620786,5.3522387,0.0,0.15820271,5.4576864,0.0,0.16206679,5.56254,0.0,0.16487922,5.66485,0.0,0.16877197,5.76489,0.0,0.16745973,5.865495,0.0,0.17566912,5.9674096,0.0,0.17755903,6.070113,0.0,0.17929344,6.1676006,0.0
240,0.7019075,29.994297,0.0,0.0,0.0,0.0,0.02014333,0.7233079,0.0,0.02208171,0.79459447,0.0,0.023787204,0.85084146,0.0,0.025634104,0.9025533,0.0,0.02731512,0.9467717,0.0,0.028965853,0.98226124,0.0,0.030165637,1.0081465,0.0,0.030215403,1.0116534,0.0,0.03018003,1.0147494,0.0,0.029760703,1.017055,0.0,0.028963972,1.0175195,0.0,0.027588867,1.0149517,0.0,0.025256496,1.0082811,0.0,0.0209411,0.99401814,0.0,0.013159043,0.96436304,0.0,-0.00059623446,0.9047297,0.0,-0.024527058,0.7900286,0.0,-0.05692368,0.69706404,0.0,-0.08521178,0.5914613,0.0,-0.014978218,0.76404774,0.0,0.011716484,1.052652,0.0,0.023599915,1.1527148,0.0,0.031879097,1.3026605,0.0,0.03570048,1.4479191,0.0,0.046099875,1.6122351,0.0,0.061444063,1.7767763,0.0,0.06254497,1.9159917,0.0,0.072627924,2.016771,0.0,0.08319105,2.140954,0.0,0.07062701,2.2547505,0.0,0.08517214,2.3804626,0.0,0.0862465,2.516643,0.0,0.09714545,2.636858,0.0,0.10377054,2.7523499,0.0,0.10606987,2.8659937,0.0,0.11408404,2.9918878,0.0,0.12302436,3.107218,0.0,0.1273434,3.2166064,0.0,0.13243818,3.3296661,0.0,0.13562644,3.441509,0.0,0.14401902,3.5599887,0.0,0.14942463,3.6662338,0.0,0.1534379,3.7769296,0.0,0.15876903,3.8885255,0.0,0.1665546,3.996781,0.0,0.17139675,4.1095986,0.0,0.1786928,4.215682,0.0,0.18093632,4.3241735,0.0,0.18728428,4.430064,0.0,0.19489911,4.538507,0.0,0.19777398,4.643671,0.0,0.20530476,4.749736,0.0,0.20941944,4.8551373,0.0,0.21646494,4.960613,0.0,0.22119603,5.067525,0.0,0.22631288,5.1708813,0.0,0.2331586,5.275989,0.0,0.23860164,5.3772497,0.0,0.24263276,5.4828258,0.0,0.24540682,5.5868454,0.0,0.25545192,5.6901712,0.0,0.25737295,5.7914414,0.0,0.26231176,5.8930697,0.0,0.27135256,5.994626,0.0,0.276105,6.0949864,0.0,0.2762207,6.1994014,0.0
241,0.9358445,29.989862,0.0,0.0,0.0,0.0,0.026911335,0.72310513,0.0,0.02948769,0.7944186,0.0,0.031773075,0.85063404,0.0,0.034233477,0.9023764,0.0,0.0364912,0.94665897,0.0,0.038720455,0.98229474,0.0,0.040388245,1.0085816,0.0,0.0404821,1.0122606,0.0,0.04046182,1.0155914,0.0,0.039954867,1.0182152,0.0,0.038948003,1.0191709,0.0,0.03719834,1.0173297,0.0,0.034216937,1.0117809,0.0,0.028647887,0.9993271,0.0,0.018616132,0.97277516,0.0,0.0007836177,0.91860574,0.0,-0.03035813,0.8137918,0.0,-0.07247964,0.737433,0.0,-0.10919909,0.65131253,0.0,-0.017028734,0.81949216,0.0,0.015741376,1.0869776,0.0,0.033797663,1.1841229,0.0,0.045652837,1.3325434,0.0,0.050088335,1.4771147,0.0,0.06395333,1.6421291,0.0,0.08575187,1.8045784,0.0,0.087726034,1.9412657,0.0,0.10061073,2.0424216,0.0,0.11536327,2.1665947,0.0,0.098853774,2.281887,0.0,0.1201886,2.410113,0.0,0.121298015,2.5454528,0.0,0.13601044,2.6654096,0.0,0.14521092,2.7801516,0.0,0.14714879,2.8935878,0.0,0.15875742,3.0199409,0.0,0.17176515,3.1353304,0.0,0.17814675,3.2452142,0.0,0.18508467,3.3585756,0.0,0.18946987,3.4696283,0.0,0.20041268,3.587814,0.0,0.20850375,3.6936128,0.0,0.21437883,3.803936,0.0,0.2191405,3.9160426,0.0,0.22831647,4.0252805,0.0,0.23368096,4.1389775,0.0,0.2446073,4.2453265,0.0,0.24807845,4.353905,0.0,0.25578195,4.4605045,0.0,0.26238713,4.5684147,0.0,0.2687422,4.6739306,0.0,0.27992532,4.780886,0.0,0.283733,4.885698,0.0,0.2919529,4.9918265,0.0,0.29627907,5.097935,0.0,0.30696842,5.2019286,0.0,0.3126388,5.309195,0.0,0.3162266,5.4102592,0.0,0.32505393,5.5153494,0.0,0.3284745,5.619657,0.0,0.33883238,5.7231617,0.0,0.34444758,5.824338,0.0,0.34914124,5.92584,0.0,0.35885498,6.028499,0.0,0.36718756,6.1300054,0.0,0.369183,6.2299094,0.0
242,1.169754,29.98416,0.0,0.0,0.0,0.0,0.0337241,0.72280943,0.0,0.036930732,0.79413575,0.0,0.039782338,0.85033303,0.0,0.042877268,0.9021401,0.0,0.045705643,0.94649935,0.0,0.048534323,0.98230356,0.0,0.05072172,1.0090852,0.0,0.050868787,1.0129766,0.0,0.05090215,1.0165867,0.0,0.05033217,1.0196172,0.0,0.049163323,1.02116,0.0,0.04712966,1.0202218,0.0,0.04361035,1.0160697,0.0,0.036970016,1.0058724,0.0,0.024913808,0.9831655,0.0,0.003430444,0.93580246,0.0,-0.034252025,0.843096,0.0,-0.085194506,0.7865515,0.0,-0.12957081,0.7225925,0.0,-0.015995651,0.8861613,0.0,0.027773947,1.1296726,0.0,0.04445897,1.2227556,0.0,0.059234496,1.3704902,0.0,0.065634005,1.5142164,0.0,0.08287067,1.6799607,0.0,0.10891643,1.8393701,0.0,0.10990984,1.9737742,0.0,0.12677558,2.0755033,0.0,0.14548016,2.199779,0.0,0.1254055,2.31606,0.0,0.15059157,2.4457593,0.0,0.15396911,2.580612,0.0,0.17092523,2.699197,0.0,0.18335304,2.8129563,0.0,0.18636179,2.9269402,0.0,0.20094316,3.0533953,0.0,0.21665813,3.168324,0.0,0.22519773,3.2778413,0.0,0.23420769,3.391449,0.0,0.23888563,3.5029788,0.0,0.25260442,3.6211815,0.0,0.26314873,3.7282658,0.0,0.27182177,3.8396637,0.0,0.27820122,3.9514282,0.0,0.28991878,4.0606456,0.0,0.2978773,4.173279,0.0,0.31052655,4.2806096,0.0,0.31783143,4.3899374,0.0,0.32482606,4.496477,0.0,0.3334513,4.605163,0.0,0.34244233,4.7110534,0.0,0.35774904,4.8172746,0.0,0.36267853,4.9236274,0.0,0.37286365,5.031152,0.0,0.37818497,5.1376524,0.0,0.39354345,5.2414603,0.0,0.40022895,5.3481927,0.0,0.41026855,5.450762,0.0,0.4204052,5.556187,0.0,0.42922315,5.65947,0.0,0.4372818,5.762603,0.0,0.44310597,5.864917,0.0,0.4509658,5.967155,0.0,0.46450514,6.070539,0.0,0.46888357,6.1687365,0.0,0.47877318,6.2712646,0.0
243,1.4036295,29.977188,0.0,0.0,0.0,0.0,0.04057861,0.7224241,0.0,0.044422794,0.7937603,0.0,0.047879513,0.84992516,0.0,0.051596295,0.90177673,0.0,0.05502455,0.9462228,0.0,0.05847704,0.98221797,0.0,0.06124029,1.0095615,0.0,0.061481103,1.0136873,0.0,0.061582785,1.0176328,0.0,0.061005447,1.0211279,0.0,0.059737407,1.0233581,0.0,0.057489622,1.0234637,0.0,0.053560022,1.0209448,0.0,0.046036024,1.0133857,0.0,0.032297675,0.99515164,0.0,0.0076696314,0.9557053,0.0,-0.03573462,0.87709945,0.0,-0.0943536,0.8429051,0.0,-0.14527777,0.8029277,0.0,-0.011832117,0.96169,0.0,0.039063267,1.1764691,0.0,0.05895031,1.2681063,0.0,0.0770711,1.4128484,0.0,0.08359087,1.5566024,0.0,0.10435694,1.7232852,0.0,0.13620877,1.8797414,0.0,0.13806657,2.0100453,0.0,0.15817454,2.1118422,0.0,0.1803346,2.2365777,0.0,0.1550747,2.35502,0.0,0.18580295,2.4874153,0.0,0.18969475,2.62151,0.0,0.21096942,2.7400014,0.0,0.22477865,2.853514,0.0,0.2291233,2.9670901,0.0,0.24629103,3.0938911,0.0,0.26455995,3.2078304,0.0,0.2753671,3.3175075,0.0,0.2872216,3.4310837,0.0,0.29194447,3.542872,0.0,0.30978212,3.6607556,0.0,0.32274044,3.768068,0.0,0.33360016,3.8789456,0.0,0.33962715,3.990201,0.0,0.35514686,4.099725,0.0,0.36478016,4.212508,0.0,0.37987062,4.319812,0.0,0.39001712,4.4281435,0.0,0.39841455,4.5354505,0.0,0.41125816,4.6434727,0.0,0.42029384,4.749314,0.0,0.4380392,4.857011,0.0,0.44462323,4.9625654,0.0,0.45618907,5.0703387,0.0,0.46589574,5.178137,0.0,0.47889286,5.281363,0.0,0.48816988,5.386788,0.0,0.49764627,5.487523,0.0,0.5136509,5.5964375,0.0,0.522399,5.699789,0.0,0.5341344,5.8031673,0.0,0.54218066,5.9049096,0.0,0.5505655,6.0083456,0.0,0.5631107,6.1110673,0.0,0.5748595,6.2120166,0.0,0.58168346,6.3149843,0.0
